FID,district,community,facility,fac_name,type,ownership,functional,lat,long,source,source_geo,dhis2_id,geo_date,comments,x,y
321,Western Area Rural,Kossoh Town,New London MCHP,New London,MCHP,Government,Functional,8.384444,-13.1482,DPPI,GPS,mdXvH5JIkcf,2016, ,-13.1482000003297,8.38444399979079
322,Western Area Rural,Devil hole fana factory,Swakab Clinic,Swakab,CLINIC,Private,Functional,8.364138,-13.08973,DPPI,GPS,ZobFw0ksQoP,2016, ,-13.0897300001394,8.3641379995691
323,Western Area Rural,Crossing Village,Crossing CHP,Crossing,CHP,Government,Functional,8.357822,-12.97098,DPPI,GPS,qmsuX8OEqru,2016, ,-12.970979999927,8.3578219996856
324,Western Area Rural,Goderich Village,Goderich CHC,Goderich,CHC,Government,Functional,8.43604,-13.29207,DPPI,GPS,iMLj4Q5zFtC,2016, ,-13.2920699997306,8.4360400004457
325,Western Area Rural,Tokeh Village,Tokeh MCHP,Tokeh,MCHP,Government,Functional,8.313681,-13.19126,DPPI,GPS,aAi0slR7Cku,2016, ,-13.1912600003487,8.31368100017806
326,Western Area Rural,Tombo Village,Tombo CHC,Tombo,CHC,Government,Functional,8.218101,-13.097968,DPPI,GPS,hX9Dw2rcqwl,2016, ,-13.0979679996234,8.21810100006115
327,Western Area Rural,Hamilton Village,Hamilton CHP,Hamilton,CHP,Government,Functional,8.382411,-13.26007,DPPI,GPS,bYoARZQVr8Q,2016, ,-13.2600699998306,8.38241099956804
328,Western Area Rural,Kent Village,Kent CHP,Kent,CHP,Government,Functional,8.174189,-13.162238,FMFL,GPS,Jh1YeTMDjEW,2015, ,-13.1622380001835,8.17418900032214
329,Western Area Rural,Gbendembu,Mutual Faith Clinic,Mutual Faith,CLINIC,Faith Based,Functional,8.439611,-13.27453,DPPI,GPS,zGEb9KstVZa,2016, ,-13.2745300002592,8.43961099964798
330,Western Area Rural,Fogbo Village,Fogbo CHP,Fogbo,CHP,Government,Functional,8.268675,-12.982117,DPPI,GPS,zUBns3oLcRc,2021, ,-12.9821169999995,8.26867500035104
331,Western Area Rural,Makonkonday Village,Makonkonday MCHP,Makonkonday,MCHP,Government,Functional,8.362433,-13.012116,FMFL,GPS,dBUZJpr31f4,2015, ,-13.0121160002532,8.36243300008294
332,Western Area Rural,Masorie Village,Masorie CHP,Masorie,CHP,Government,Functional,8.314403,-12.94192,DPPI,GPS,NwVh8AoRhbS,2016, ,-12.9419199998081,8.31440300019835
333,Western Area Rural,Makobeh Village,Makobeh MCHP,Makobeh,MCHP,Government,Functional,8.339116,-12.892331,DPPI,GPS,S9ObK0QxIzE,2022, ,-12.8923309999756,8.33911600040312
334,Western Area Rural,Madaka Village,Madaka MCHP,Madaka,MCHP,Government,Functional,8.367216,-12.914572,DPPI,GPS,PGsZl3avDED,2021, ,-12.9145720003975,8.36721600031819
335,Western Area Rural,Malambay Village,Malambay CHP,Malambay,CHP,Government,Functional,8.313997,-13.02261,DPPI,GPS,VUukaUMkhqx,2016, ,-13.0226100003512,8.31399700036133
336,Western Area Rural,Adonkia,Adonkia CHP,Adonkia,CHP,Private,Functional,8.413908,-13.264907,DPPI,Village Center,OWlc4mW2hSs,2016, ,-13.2649069998581,8.4139079996545
337,Western Area Rural,Mabureh Community,Mabureh CHP,Mabureh,CHP,Government,Functional,8.322674,-13.05429,DPPI,GPS,CH3ClwPuZZD,2016, ,-13.0542899998836,8.32267400030491
338,Western Area Rural,Lakka,Lakka Government Hospital,Lakka Government,HOSPITAL,Government,Functional,8.397078,-13.2633,DPPI,GPS,qgDZjG8oyQa,2016, ,-13.2633000003947,8.39707799965004
339,Western Area Rural,Brigette Village,Lion For Lion MCHP,Lion For Lion,MCHP,Government,Functional,8.202936,-13.11615,DPPI,GPS,LYGgJ7NgGmj,2016, ,-13.1161499999225,8.20293600039616
340,Western Area Rural,Upper Rokel,Jays Clinic,Jays,CLINIC,Private,Functional,8.372555,-13.10469,DPPI,GPS,fpXZjwIMK3E,2016, ,-13.1046900002433,8.37255500011321
341,Western Area Rural,Rokel,Rokel CHP,Rokel,CHP,Government,Functional,8.378861,-13.1038,DPPI,GPS,AgvKPS6HHW9,2016, ,-13.1037999996702,8.37886100043488
342,Western Area Rural,Rogbangba,Rogbangba MCHP,Rogbangba,MCHP,Government,Functional,8.396578,-13.11724,DPPI,GPS,f6rZZ8oziJp,2016, ,-13.1172399998261,8.3965779999748
343,Western Area Rural,Lakka Ogoo Farm,Lakka Ogoo Farm CHC,Lakka,CHC,Government,Functional,8.402248,-13.266733,DPPI,GPS,sdUMPz2kBk3,2016, ,-13.2667330004276,8.40224799974544
344,Western Area Rural,Songo Village,Songo CHC,Songo,CHC,Government,Functional,8.370612,-12.930293,DPPI,GPS,tDYmZy6heS2,2016, ,-12.9302929996222,8.37061200044349
345,Western Area Rural,Tissana Village,Tissana MCHP,Tissana,MCHP,Government,Functional,8.242044,-13.06344,DPPI,GPS,CP1LP9WJjrc,2021, ,-13.0634400000559,8.2420439998308
346,Western Area Rural,Devil hole Junction,Borah Maternity Clinic,Borah Maternity,CLINIC,Government,Functional,8.369239,-13.091899,DPPI,GPS,YJ7W9WPhSr9,2016, ,-13.0918990003386,8.36923900007986
347,Western Area Rural,Waterloo,Waterloo CHC,Waterloo,CHC,Government,Functional,8.335702,-13.0737,DPPI,GPS,OCuhoZXrcns,2016, ,-13.0737000001548,8.33570200034711
348,Western Area Rural,Waterloo,Adventist Hospital,Adventist,HOSPITAL,Faith Based,Functional,8.335733,-13.073272,DPPI,GPS,No Data,2021, ,-13.0732720002026,8.33573299997801
349,Western Area Rural,Macdonald Village,Macdonald MCHP,Macdonald,MCHP,Government,Functional,8.283761,-13.079426,DPPI,GPS,gE6CYZ278Dp,2016, ,-13.07942599981,8.28376099997024
350,Western Area Rural,Sussex Village,Sussex MCHP,Sussex,MCHP,Government,Functional,8.34707,-13.23119,DPPI,GPS,mJ1GkESawIG,2016, ,-13.2311899999185,8.34707000028033
351,Western Area Rural,White Stone,White Stone MCHP,White Stone,MCHP,Government,Functional,8.348,-13.074777,DPPI,GPS,dqIGItvlTUR,2021, ,-13.0747770003582,8.34800000000007
352,Western Area Rural,York Village,York CHC,York,CHC,Government,Functional,8.290027,-13.18374,DPPI,GPS,xMjjQReRrVm,2016, ,-13.1837399998011,8.29002700024591
353,Western Area Rural,Benguema Barracks,Benguema Military Clinic,Benguema Military,CLINIC,Government,Functional,8.310632,-13.07922,DPPI,GPS,xUq0Luxai3G,2016, ,-13.0792200002028,8.31063199986693
354,Western Area Rural,Benguema Grassfield,Benguema Grassfield MCHP,Benguema Grassfield,MCHP,Government,Functional,8.321532,-13.080187,DPPI,GPS,tomtmexPK4X,2016, ,-13.0801869998301,8.321531999802
355,Western Area Rural,Goderich Fonima,Bethlehem Clinic,Bethlehem,CLINIC,Faith Based,Functional,8.433619,-13.269803,DPPI,GPS,MZBwl470nTO,2021, ,-13.2698029999084,8.43361900031664
356,Western Area Rural,Goderich,Metchen MCHP,Metchen,MCHP,Government,Functional,8.429024,-13.27311,DPPI,GPS,p7DavPpwBGN,2016, ,-13.2731100004261,8.42902399975782
357,Western Area Rural,Jui Police Barracks,Jui Police Clinic,Jui Police,CLINIC,Government,Functional,8.396183,-13.14334,DPPI,GPS,Xw5HFSiykNh,2016, ,-13.1433400001408,8.39618299974569
358,Western Area Rural,Kissi town,Christ The King Clinic,Christ The King,CLINIC,Faith Based,Functional,8.336389,-13.04092,WHO,GPS,uetumkUQr5j,2019, ,-13.0409200002578,8.33638899965268
359,Western Area Rural,Kissi town,Kissi Town CHC,Kissi Town,CHC,Government,Functional,8.389436,-13.147091,DPPI,GPS,FCx8sMCLFca,2016, ,-13.1470910004493,8.38943599977165
360,Western Area Rural,Grafto Old Road,Heart And Hand Care Clinic,Heart And Hand Care,MCHP,Government,Functional,8.398363,-13.153418,DPPI,GPS,hCqRqOVuYzn,2016, ,-13.1534179999407,8.39836299955283
361,Western Area Rural,Grafton,Grafton CHC,Grafton,CHC,Government,Functional,8.396535,-13.15993,DPPI,GPS,jcxuosHq29j,2016, ,-13.1599299998696,8.39653499979045
362,Western Area Rural,Samuel Town,African Christian Fellowship Clinic,African Christian Fellowship,CLINIC,Faith Based,Functional,8.315383,-13.07334,DPPI,GPS,dvZ1imj28ID,2021, ,-13.0733399997412,8.31538300042519
363,Western Area Rural,Banana Island,Banana Island MCHP,Banana Island,MCHP,Government,Functional,8.138065,-13.191293,DPPI,GPS,lMpYKdKXLWs,2016, ,-13.1912930000718,8.13806499999981
364,Western Area Rural,Mambo Village,Mambo CHP,Mambo,CHP,Government,Functional,8.377351,-13.239434,DPPI,GPS,Hjcwalht4p0,2021, ,-13.2394339996793,8.37735100004863
365,Western Area Rural,Jui COMAHS,Sierra Leone-China Teaching Hospital,Sierra Leone-China Teaching,HOSPITAL,Government,Functional,8.38928,-13.14301,DPPI,GPS,cZaCc9ojCQv,2016, ,-13.1430100002113,8.38927999977221
366,Western Area Rural,Matainkay And Masantigie,Matainkay And Masantigie MCHP,Matainkay And Masantigie,MCHP,Government,Functional,8.362565,-13.043368,DPPI,GPS,CkVyEYQeLoQ,2021, ,-13.0433679998333,8.36256499987491
367,Western Area Rural,Small country,Margaret And Johnny MCHP,Margaret And Johnny,MCHP,Private,Functional,8.315968,-13.045433,DPPI,GPS,uCwWWjhMdMz,2021,Requires Validation/Ground truthing,-13.0454329997331,8.31596800042291
368,Western Area Rural,Rogbangba,Medzain MCHP,Medzain,MCHP,Government,Functional,8.336761,-13.042477,DPPI,GPS,JR50qneMElV,2021, ,-13.0424770001134,8.33676099972041
369,Western Area Rural,Fourah Bay College,Fourah Bay College CHC,Fourah Bay College,CHC,Government,Functional,8.461772,-13.218998,DPPI,GPS,tag5lsx5qjI,2021, ,-13.2189979997578,8.46177199997788
370,Western Area Rural,Macdonald Village,Shepherd Hospice Clinic,Shepherd Hospice,CLINIC,NGO,Functional,8.285569971,-13.081820904,DPPI,Digitized,uG8KnSUoXTW,2021,Requires Validation/Ground truthing,-13.0818209043113,8.28556997097741
371,Western Area Rural,No Data,Waterloo Rural Community Hospital,Waterloo -WRCH,HOSPITAL,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
372,Western Area Rural,No Data,Marie Stopes (Koya Rural) Outreach Team,Marie Stopes (Koya ) Outreach,CLINIC,NGO,Functional,0,0,DPPI, ,No Data,0,no lat/long
373,Western Area Rural,No Data,Marie Stopes (Mountain Rural) Outreach Team,Marie Stopes (Mountain ) Outreach,CLINIC,NGO,Functional,0,0,DPPI, ,No Data,0,no lat/long
374,Western Area Rural,No Data,Marie Stopes (Waterloo Rural) Outreach Team,Marie Stopes (Waterloo ) Outreach,CLINIC,NGO,Functional,0,0,DPPI, ,No Data,0,no lat/long
375,Western Area Rural,No Data,Marie Stopes (York Rural) Outreach Team,Marie Stopes (York ) Outreach,CLINIC,NGO,Functional,0,0,DPPI, ,No Data,0,no lat/long
376,Tonkolili,Bassaia,Bassaia MCHP,Bassaia,MCHP,Government,Functional,8.951478,-11.75864,DPPI,GPS,eaN7Kql9Vua,2016, ,-11.7586399998361,8.95147800000973
377,Tonkolili,Magburaka Town,Magburaka Government Hospital,Magburaka Government,HOSPITAL,Government,Functional,8.720296,-11.93704,DPPI,GPS,qXLkAmGAJ2F,2016, ,-11.9370399997961,8.72029599956079
378,Tonkolili,Masankoro,Masankoro MCHP,Masankoro,MCHP,Government,Functional,8.666209,-11.76999,DPPI,GPS,g7hZHpCTQT4,2016, ,-11.7699899998386,8.66620900004534
379,Tonkolili,Kunya,Kunya CHP,Kunya,CHP,Government,Functional,9.153628,-11.51749,DPPI,GPS,RCcPKug7mAX,2016, ,-11.5174900001633,9.15362799983239
380,Tonkolili,Dankawalia,Dankawalia CHP,Dankawalia,CHP,Government,Functional,8.92181,-11.60712,DPPI,GPS,YvbUdeQOVPV,2016, ,-11.6071200001878,8.92180999973175
381,Tonkolili,Kholifaga,Kholifaga MCHP,Kholifaga,MCHP,Government,Functional,9.043172,-11.59139,DPPI,GPS,O7qOQiuKvZ8,2016, ,-11.5913899996487,9.04317199988793
382,Tonkolili,Ninkikoro,Ninkikoro MCHP,Ninkikoro,MCHP,Government,Functional,8.991273,-11.639375,DPPI,GPS,kSlAzC2rmUu,2016, ,-11.6393750001561,8.99127299964925
383,Tonkolili,Mayogbor,Mayogbor MCHP,Mayogbor,MCHP,Government,Functional,8.373736,-12.034613,FMFL,GPS,CI7uzH44TPl,2015, ,-12.0346130000898,8.37373599971664
384,Tonkolili,Mile 91,Hinistas CHC,Hinistas,CHC,Government,Functional,8.456217,-12.197805,DPPI,GPS,JQXx7AHLEsd,2016, ,-12.1978050002006,8.45621700011452
385,Tonkolili,Mananie,Mananie MCHP,Mananie,MCHP,Government,Functional,8.48856,-12.08173,DPPI,GPS,ebtZlQGEsFn,2016, ,-12.0817300001394,8.48855999964434
386,Tonkolili,Maseprr,Maseprr MCHP,Maseprr,MCHP,Government,Functional,8.450067,-12.075513,FMFL,GPS,QLm4clqOFfc,2015, ,-12.0755130003246,8.45006699979223
387,Tonkolili,Rochen Kamandao,Rochen Kamandao CHP,Rochen Kamandao,CHP,Government,Functional,8.396793,-12.18139,DPPI,GPS,TCFUrqeIzCp,2016, ,-12.1813900004481,8.39679299999699
388,Tonkolili,Kamarugu,Kamarugu MCHP,Kamarugu,MCHP,Government,Functional,8.797846,-11.681433,DPPI,GPS,p8D2OnxBXWb,2021, ,-11.681432999833,8.79784600009287
389,Tonkolili,Kamasaypana,Kamasaypana MCHP,Kamasaypana,MCHP,Government,Functional,9.1157,-11.775814,DPPI,GPS,gV6BJ802zx5,2021, ,-11.7758140004157,9.1156999999551
390,Tonkolili,Kathombo,Kathombo MCHP,Kathombo,MCHP,Government,Functional,9.06529,-11.761832,DPPI,GPS,Sg1ztTaOF4c,2021, ,-11.7618320004464,9.06529000003354
391,Tonkolili,Kemedugu,Kemedugu MCHP,Kemedugu,MCHP,Government,Functional,9.00644,-11.66134,DPPI,GPS,yBHKUGHVQgP,2016, ,-11.6613400004406,9.00644000030582
392,Tonkolili,Komrabai Station,Komrabai Station MCHP,Komrabai Station,MCHP,Government,Functional,8.539555,-12.099379,DPPI,GPS,EtOJKGu7K5D,2016, ,-12.0993790001407,8.53955499956362
393,Tonkolili,Masanga,Masanga MCHP,Masanga,MCHP,Government,Functional,8.75065,-11.83715,DPPI,GPS,wQsG7TVvFIE,2016, ,-11.8371499996727,8.75064999999756
394,Tonkolili,Mansumana,Mansumana CHP,Mansumana,CHP,Government,Functional,8.474014,-11.98806,DPPI,GPS,MhvrcYWDeUh,2016, ,-11.988059999969,8.47401399974632
395,Tonkolili,Mabang,Mabang CHC,Mabang,CHC,Government,Functional,8.56753,-12.17286,DPPI,GPS,YDywL6nD9s3,2016, ,-12.1728600000889,8.56753000000953
396,Tonkolili,Makali,Makali CHC,Makali,CHC,Government,Functional,8.63032,-11.660753,FMFL,GPS,qq65ccME37H,2015, ,-11.6607530003507,8.63031999976823
397,Tonkolili,Masumbrie,Masumbrie CHC,Masumbrie,CHC,Government,Functional,8.819809,-11.75449,DPPI,GPS,eHmqs4KR5nd,2016, ,-11.7544900000134,8.8198090002852
398,Tonkolili,Magbafth,Magbaft MCHP,Magbafth,MCHP,Government,Functional,8.45681,-12.597404,FMFL,GPS,dsAhmoTXgVZ,2015, ,-12.5974039997947,8.45680999958188
399,Tonkolili,Magbosie,Magbosie MCHP,Magbosie,MCHP,Government,Functional,8.460145,-12.498792,DPPI,GPS,nnlmHymh18o,2016, ,-12.4987920001506,8.4601449995921
400,Tonkolili,Makrugbeh,Makrugbeh CHP,Makrugbeh,CHP,Government,Functional,8.648425,-11.811774,DPPI,GPS,Sfjpk35IXcA,2016, ,-11.8117740003698,8.64842500011372
401,Tonkolili,Mabai,Mabai MCHP,Mabai,MCHP,Government,Functional,8.680062,-11.898161,FMFL,GPS,ZDWdPjDJb2X,2015, ,-11.89816100013,8.68006200036109
402,Tonkolili,Malone,Malone MCHP,Malone,MCHP,Government,Functional,8.67176,-11.92156,DPPI,GPS,LWt3m8u1HYz,2016, ,-11.921559999994,8.67175999972426
403,Tonkolili,Rochen Malal,Rochen Malal CHC,Rochen Malal,CHC,Government,Functional,8.661509,-12.28518,DPPI,GPS,PikcnrOF69b,2016, ,-12.2851799996572,8.66150900004038
404,Tonkolili,Makundu,Makondu MCHP,Makondu,MCHP,Government,Functional,8.361921,-12.574459,FMFL,GPS,bJc5oN4TAZF,2015, ,-12.5744590001827,8.36192099985431
405,Tonkolili,Robarie,Robarie MCHP,Robarie,MCHP,Government,Functional,8.373955,-12.62843,DPPI,GPS,tUZqHEKDEUL,2016, ,-12.6284299997446,8.37395499992334
406,Tonkolili,Mamaka,Mamaka CHP,Mamaka,CHP,Government,Functional,8.5132,-12.284468,FMFL,GPS,ExiFUc6Go9U,2015, ,-12.2844680000981,8.51320000007996
407,Tonkolili,Mathoir,Mathoir CHC,Mathoir,CHC,Government,Functional,8.48221,-12.415033,DPPI,GPS,Xn3fvj31PMF,2016, ,-12.4150330001728,8.48220999999154
408,Tonkolili,Rokimbi,Rokimbi MCHP,Rokimbi,MCHP,Government,Functional,8.476646,-12.37556,DPPI,GPS,BatR6m9STC1,2016, ,-12.3755600000939,8.47664599971318
409,Tonkolili,Mamanso Kafla,Mamanso Kafla MCHP,Mamanso Kafla,MCHP,Government,Functional,8.493272,-12.141593,DPPI,GPS,fdaIFj331pb,2016, ,-12.141592999817,8.49327200020269
410,Tonkolili,Mabom,Mabom CHC,Mabom,CHC,Government,Functional,8.650472,-11.979645,DPPI,GPS,PImvTDuONqN,2016, ,-11.9796450004164,8.6504720000828
411,Tonkolili,Mamuntha,Mamuntha MCHP,Mamuntha,MCHP,Government,Functional,8.632181,-12.01786,DPPI,GPS,ndF2ZolG1l8,2016, ,-12.0178600000389,8.63218100015308
412,Tonkolili,Mangaybana,Mangaybana MCHP,Mangaybana,MCHP,Government,Functional,8.58221,-11.952673,DPPI,GPS,HjE0lZZKw7U,2016, ,-11.9526730003586,8.5822099997917
413,Tonkolili,Rosengbeh,Rosengbeh MCHP,Rosengbeh,MCHP,Government,Functional,8.5861,-11.9276,WHO,GPS,HYSdi2iT8e6,2019, ,-11.9275999997402,8.58610000021491
414,Tonkolili,Manowo,Manowo CHC,Manowo,CHC,Government,Functional,8.371725,-11.87003,DPPI,GPS,sPW3kqiHM35,2016, ,-11.8700299996847,8.37172499960911
415,Tonkolili,Yele,Yele CHC,Yele,CHC,Government,Functional,8.414095,-11.83302,DPPI,GPS,bjb3A5uyZOo,2016, ,-11.833019999873,8.41409500018415
416,Tonkolili,Mathufulie,Mathufulie MCHP,Mathufulie,MCHP,Government,Functional,8.634965,-11.900639,DPPI,GPS,PhqeUPNThSc,2021, ,-11.9006390001896,8.63496499993482
417,Tonkolili,Mabai,Mabai MCHP,Mabai,MCHP,Government,Functional,8.53949,-12.24961,DPPI,GPS,BxLUEEytLN7,2016, ,-12.2496099997017,8.53949000016343
418,Tonkolili,Marunia,Marunia MCHP,Marunia,MCHP,Government,Functional,8.540651,-12.21041,DPPI,GPS,DmdgYZ72dn7,2016, ,-12.2104099996217,8.54065099974389
419,Tonkolili,Mathinkalol,Mathinkalol MCHP,Mathinkalol,MCHP,Government,Functional,8.502303,-12.20475,DPPI,GPS,TRf6vegeFYs,2016, ,-12.2047500003122,8.50230300028329
420,Tonkolili,Masengbeh,Masengbeh CHP,Masengbeh,CHP,Government,Functional,8.353795,-12.135972,DPPI,GPS,RzgdOPPIalW,2021, ,-12.135971999608,8.3537950001392
421,Tonkolili,Masingbi,Masingbi CHC,Masingbi,CHC,Government,Functional,8.6419,-11.473648,FMFL,GPS,bSId9sI7IJz,2015, ,-11.4736480000551,8.64189999958535
422,Tonkolili,Massaba,Massaba MCHP,Massaba,MCHP,Government,Functional,8.573315,-11.656337,DPPI,GPS,KNWQkyEEfk2,2021, ,-11.6563369999525,8.57331499968751
423,Tonkolili,Makoni Line,Makoni Line MCHP,Makoni Line,MCHP,Government,Functional,8.637329,-11.57426,DPPI,GPS,Q2321nhM370,2016, ,-11.5742600001988,8.63732900013332
424,Tonkolili,Mathonkara,Mathonkara MCHP,Mathonkara,MCHP,Government,Functional,8.753768,-11.81337,DPPI,GPS,ZvPakGCUIP5,2016, ,-11.8133700002253,8.75376799989334
425,Tonkolili,Robina,Robina MCHP,Robina,MCHP,Government,Functional,8.642877,-12.35864,DPPI,GPS,ey976FE1YPy,2016, ,-12.3586400004356,8.64287699967383
426,Tonkolili,Matotoka,Matotoka CHC,Matotoka,CHC,Government,Functional,8.657427,-11.859181,DPPI,GPS,GU4s0WT5Gpu,2016, ,-11.8591810003029,8.6574269997563
427,Tonkolili,Mayepoh,Mayepoh CHC,Mayepoh,CHC,Government,Functional,8.500702,-11.84188,DPPI,GPS,N83lfo4DxWC,2016, ,-11.8418800001618,8.50070200019718
428,Tonkolili,Petifu Mayepoh,Petifu Mayepoh MCHP,Petifu Mayepoh,MCHP,Government,Functional,8.517653,-11.857742,DPPI,GPS,Fnh1cPnWjoR,2016, ,-11.8577419995935,8.51765300038574
429,Tonkolili,Mayossoh,Mayossoh MCHP,Mayossoh,MCHP,Government,Functional,8.592009,-11.98303,SARA,GPS,Ra6EKvY4Ztr,2017, ,-11.9830300000344,8.59200900021523
430,Tonkolili,Bakeloko,Bakeloko CHP,Bakeloko,CHP,Government,Functional,8.395663,-12.29334,DPPI,GPS,qvWcLr7TJxy,2016, ,-12.2933400000409,8.39566300004748
431,Tonkolili,Petifu Fulamasa,Petifu Fulamasa MCHP,Petifu Fulamasa,MCHP,Government,Functional,8.383802,-12.25726,DPPI,GPS,RYnxKsRzf8z,2016, ,-12.257259999949,8.38380199986244
432,Tonkolili,Mamanso Sanka,Mamanso Sanka CHP,Mamanso Sanka,CHP,Government,Functional,8.719154,-11.548919,DPPI,GPS,IE6hIGv9O0g,2021, ,-11.5489189998119,8.7191539999572
433,Tonkolili,Bath Bana,Bath Bana MCHP,Bath Bana,MCHP,Government,Functional,8.334777,-12.448617,DPPI,GPS,uiURgaWAa0Z,2016, ,-12.4486170002743,8.33477699995865
434,Tonkolili,Ronietta,Ronietta MCHP,Ronietta,MCHP,Government,Functional,8.361383,-12.488748,DPPI,GPS,b1KUCRHYa20,2016, ,-12.48874800012,8.36138300022532
435,Tonkolili,Bendugu,Bendugu CHC,Bendugu,CHC,Government,Functional,9.06313,-11.49428,DPPI,GPS,agSnPLbCpZZ,2016, ,-11.4942800000219,9.06313000024937
436,Tonkolili,Petifuline,Petifuline MCHP,Petifuline,MCHP,Government,Functional,8.627101,-11.541077,DPPI,GPS,XB9zfmbfUfO,2016, ,-11.5410769997037,8.62710099971139
437,Tonkolili,Mafulka,Mafulka MCHP,Mafulka,MCHP,Government,Functional,8.670269,-11.60349,DPPI,GPS,F7JmEyoIseJ,2016, ,-11.6034900000634,8.67026900021426
438,Tonkolili,Fothaneh Junction,Fothaneh Junction MCHP,Fothaneh Junction,MCHP,Government,Functional,8.5906,-11.3832,WHO,GPS,XWMxX2MCRjm,2019, ,-11.3832000000799,8.59059999999005
439,Tonkolili,Maconteh Tama,Maconteh Tama MCHP,Maconteh Tama,MCHP,Government,Functional,8.558983,-11.39113,DPPI,GPS,KO83nnxmI6K,2016, ,-11.3911299997496,8.5589829997657
440,Tonkolili,Matholey,Matholey MCHP,Matholey,MCHP,Government,Functional,8.585125,-11.42816,FMFL,GPS,SYtsw8K05JW,2015, ,-11.4281599995843,8.58512500021862
441,Tonkolili,Magbanto Bana,Magbanto Bana MCHP,Magbanto Bana,MCHP,Government,Functional,8.72129,-11.414942,DPPI,GPS,PsgoJMYBzB5,2021, ,-11.4149419997734,8.72129000043321
442,Tonkolili,Makonkorie,Makonkorie CHP,Makonkorie,CHP,Government,Functional,8.558765,-11.81519,DPPI,GPS,VCEMzMp0cwm,2016, ,-11.8151899996187,8.5587649996051
443,Tonkolili,Mabarr Polie,Mabarr Polie MCHP,Mabarr Polie,MCHP,Government,Functional,8.551263,-11.911478,DPPI,GPS,sIAo1JHz8vb,2021, ,-11.9114780000097,8.55126299988757
444,Tonkolili,Mathamp,Mathamp MCHP,Mathamp,MCHP,Government,Functional,8.544695,-11.94512,DPPI,GPS,wrLcrZUAdfa,2016, ,-11.9451200000879,8.54469500007423
445,Tonkolili,Magbanabom,Magbanabom MCHP,Magbanabom,MCHP,Government,Functional,8.7944,-11.49547,DPPI,GPS,PwV9btlqOjC,2016, ,-11.4954700000404,8.79440000035976
446,Tonkolili,Petifu Mandugu,Petifu Mandugu MCHP,Petifu Mandugu,MCHP,Government,Functional,8.779841,-11.53469,DPPI,GPS,Ks3lRa7PPlr,2016, ,-11.5346900001434,8.7798409998623
447,Tonkolili,Mapamurie,Mapamurie MCHP,Mapamurie,MCHP,Government,Functional,8.565798,-11.567348,FMFL,GPS,W7i2HuTZGIr,2015, ,-11.5673479998103,8.56579800017761
448,Tonkolili,Wonkibor,Wonkibor MCHP,Wonkibor,MCHP,Government,Functional,8.59589,-11.61823,DPPI,GPS,cM75UAdHqrd,2016, ,-11.6182299999145,8.59589000022339
449,Tonkolili,Yeben,Yeben MCHP,Yeben,MCHP,Government,Functional,8.400181,-11.9933,DPPI,GPS,UrXt3MKAUH8,2016, ,-11.9932999996952,8.40018099975339
450,Tonkolili,Mabineh,Mabineh MCHP,Mabineh,MCHP,Government,Functional,8.655617,-11.39107,DPPI,GPS,l1foW52Lnz2,2016, ,-11.3910699996807,8.65561699992463
451,Tonkolili,Kumrabai Yoni,Kumrabai Yoni MCHP,Kumrabai Yoni,MCHP,Government,Functional,8.43876,-12.32045,SARA,GPS,qNsYW6kuBnb,2017, ,-12.3204500001673,8.43875999997408
452,Tonkolili,Yonibana,Yonibana CHP,Yonibana,CHP,Government,Functional,8.43939,-12.24354,DPPI,GPS,tSlUG63gl6f,2016, ,-12.2435400003707,8.43939000024835
453,Tonkolili,Masagbill,Masagbill MCHP,Masagbill,MCHP,Government,Functional,8.651387,-12.091176,DPPI,Village Center,jIlFasrX3v9,2021, ,-12.0911759995727,8.65138700001012
454,Tonkolili,Makona,Makona MCHP,Makona,MCHP,Government,Functional,8.626352,-11.837579,FMFL,GPS,yAO65fhjhn5,2015, ,-11.8375789996711,8.62635200024465
455,Tonkolili,Magbaesa,Magbaesa MCHP,Magbaesa,MCHP,Government,Functional,8.375297,-12.31766,DPPI,GPS,xislqxsfWFx,2016, ,-12.3176600001088,8.37529699975676
456,Tonkolili,Magburaka Under Five Clinic,Magburaka Under Five Clinic,Magburaka Under Five,CLINIC,Government,Functional,8.720296,-11.93668,DPPI,GPS,qfRopYPiuFF,2016, ,-11.9366800002817,8.72029599956079
457,Tonkolili,Foindu,Foindu MCHP,Foindu,MCHP,Government,Functional,8.317986,-12.071273,FMFL,GPS,spMFETul6jD,2015, ,-12.0712729999489,8.31798599995398
458,Tonkolili,Bonkababay,Bonkababay CHP,Bonkababay,CHP,Government,Functional,8.356806,-12.21226,DPPI,GPS,SDg35j6muTF,2016, ,-12.2122600003987,8.35680599959727
459,Tonkolili,New Ferengbeya,New Ferengbeya CHP,New Ferengbeya,CHP,Government,Functional,9.006694,-11.77353,DPPI,GPS,nRLwjPKH13H,2016, ,-11.7735300003092,9.00669400032791
460,Tonkolili,Masanga Leprosy Hospital,Masanga Leprosy Hospital,Masanga Leprosy,HOSPITAL,Faith Based,Functional,8.750908,-11.837132,FMFL,GPS,Kx8WZ3MfYn7,2015, ,-11.8371319997419,8.75090800020411
461,Tonkolili,Maraka,Maraka MCHP,Maraka,MCHP,Government,Functional,8.537996,-11.98835,DPPI,GPS,FjMn4IARthl,2016, ,-11.9883499998526,8.53799599961576
